Num,S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
2395,161,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox Rediuse (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,17.1,2.85
2396,162,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,18.2,3.03
2397,163,Cipla Limited,Cefadur Rediuse (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,19.28,3.21
2398,164,Intas Pharmaceuticals Ltd.,CDR (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2399,165,Rextar (Ranbaxy Laboratories Ltd),Kefloxin Redimix (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20.09,3.35
2400,166,Neon Laboratories Ltd,Cidaxil (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20.36,3.39
2401,167,Wallace Pharmaceuticals Ltd.,Waladrox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20.36,3.39
2402,168,Medley Pharmaceuticals Ltd.,Zoxil Susp (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,21.88,3.65
2403,169,Lenit Pharmaceuticals,Inorox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
2404,170,Libra Drugs (India),Libadro (60 ml),Suspension    ,5 ml,Cefadroxil-125 mg,60 ml,44.8,3.73
2405,171,Neiss Labs Pvt. Ltd.,Nisdrox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,22.6,3.77
2406,172,Andic Lifescience Pvt. Ltd.,Cefadic DS (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,23,3.83
2407,173,Adore Healthcare,Fulfit (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,25,4.17
2408,174,Hamax Pharmaceuticals,Drocef (30 ml),Syrup    ,1 ml,Cefadroxil-125 mg,30 ml,15.72,0.52
2409,175,Zydus Cadila Healthcare Ltd,Eliminate DS (30 ml) (125 mg),Syrup    ,1 ml,Cefadroxil-125 mg,30 ml,20.36,0.68
2410,176,East African (I) Remedies Pvt Ltd,Cefavir DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,9,1.5
2411,177,Ortin Laboratories Ltd,Ardrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,60 ml,21,1.75
2412,178,Radicura Pharmaceutical Pvt. Ltd.,Cedrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11,1.83
2413,179,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox P (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.2,1.87
2414,180,Macleods Pharmaceuticals Pvt Ltd.,Acudrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.26,1.88
2415,181,Bactolac Formulations Pvt. Ltd.,Cedil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.26,1.88
2416,182,Deys Medical Stores (Mfg) Ltd,Brotzu (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.26,1.88
2417,183,Aglowmed Ltd,Gigacef (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.65,1.94
2418,184,Zest Pharma,Sudrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.7,1.95
2419,185,Osho Pharma Pvt.Ltd.,Osodroxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,12,2
2420,186,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,12,2
2421,187,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox DS (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,13.99,2.33
2422,188,Finecure Pharmaceuticals Ltd,Saydrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,14.3,2.38
2423,189,Leben Laboratories Pvt. Ltd.,Cexil (30 ml) (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,14.9,2.48
2424,190,Sain Medicaments Pvt. Ltd.,Seadrox (40 ml),Syrup    ,5 ml,Cefadroxil-125 mg,40 ml,20,2.5
2425,191,Ind-Swift Limited,Swiceff DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.1,2.52
2426,192,Stallion Laboratories Pvt Ltd,Cedril DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.45,2.58
2427,193,DWD Pharmaceuticals Ltd.,Dax (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.54,2.59
2428,194,Oboi Laboratories (Ciron Drugs & Pharmaceuticals Pvt Ltd),Cedroxil Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.56,2.59
2429,195,IRM Pharma (Cadila Pharmaceuticals Ltd.),Lactocef (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.59,2.6
2430,196,Torrent Labs (P) Ltd.,Droxyl Instause (30 ml) (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.59,2.6
2431,197,Alkem Laboratories Ltd,RT Cef (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.86,2.64
2432,198,Indoco Remedies Ltd,Vepan DS 125 (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.91,2.65
2433,199,Euphoric Pharmaceuticals Pvt.Ltd.,Eudrox Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.93,2.66
2434,200,Hetero Healthcare Ltd.,Lydroxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.93,2.66
2435,201,Rextar (Ranbaxy Laboratories Ltd),Kefloxin DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.93,2.66
2436,202,Apco Pharma Ltd.,Bidoxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
2437,203,Eden Healthcare,Edoxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
2438,204,Nestor Pharmaceuticals Ltd,Nesdrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
2439,205,Mefro Pharmaceuticals Pvt Ltd,Acer (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
2440,206,Sain Medicaments Pvt. Ltd.,Seadrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
2441,207,Indoco Remedies Ltd,Vepan Rediuse 125 (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16.22,2.7
2442,208,Newgen (Cadila Pharmaceuticals Ltd.),Kidrox DS (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16.78,2.8
2443,209,Wens Pharma Pvt Ltd,Bdroxil (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,17,2.83
2444,210,Sayona (Zota Healthcare Pvt Ltd),Sayodrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,18,3
2445,211,Vostok & Wilcure Remedies,Wydrox Dry (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,18.5,3.08
2446,212,Alkem Laboratories Ltd,Cefoxid DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
2447,213,Rhombus Pharma Private Limited,Kidoxyl DS (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
2448,214,Ikon Remedies Pvt. Ltd.,Cefwin (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
2449,215,Varun Life Sciences Pvt. Ltd.,Cynoxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
2450,216,Lincoln Pharmaceuticals Ltd,Safedrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
2451,217,Cadila Pharmaceuticals Ltd.,Vistadrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
2452,218,Micro Labs Ltd,Bicef (30 ml) (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.2,3.2
2453,219,Pharma Synth Formulations Ltd.,Cefodril (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.25,3.21
2454,220,Gracure Pharmaceuticals Ltd.,CFD Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.36,3.23
2455,221,Protec (Cipla Ltd),Cefadur (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.39,3.23
2456,222,Ajanta Pharma Ltd.,Apdil D (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.46,3.24
2457,223,Zetek Pharmaceuticals Pvt. Ltd.,Ceftek DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.5,3.25
2458,224,Bal Pharma Limited,Cefoxil Syrup (30 ml 125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.5,3.25
2459,225,Orison Pharmaceuticals,Oridro (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.85,3.31
2460,226,Norris Medicines Ltd.,Cefnor (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2461,227,Instant Remedies Private Limited,Okadrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2462,228,Wander Ltd,Cefacare (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2463,229,Mars Life Sciences Ltd.,L C Drox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2464,230,Prisma Healthcare,Predoxyl (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2465,231,Wander Ltd,Cefcare DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2466,232,Biocin Healthcare,B Dril (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
2467,233,Lupin Laboratories Ltd.,Odoxil Premix (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.4,3.4
2468,234,Active Healthcare,Actidrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.5,3.42
2469,235,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.5,3.42
2470,236,Kentreck Labs Pvt Ltd.,Cydroxil S (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,21.5,3.58
2471,237,Aan Pharma Pvt Ltd,Droxan (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
2472,238,Maya Drugs & Antibiotics,Doly Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
2473,239,Libra Drugs (India),Libadroz (60 ml),Syrup    ,5 ml,Cefadroxil-125 mg,60 ml,44.8,3.73
2474,240,Secure Healthcare Inc. India,Drosec (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22.5,3.75
2475,241,Briskon Laboratories,Bless (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,23.9,3.98
2476,242,Maitri Healthcare Pvt. Ltd.,Maitridrox Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24,4
2477,243,Pharmatech Healthcare,Droxitech (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24,4
2478,244,Pifer Pharmaceuticals Pvt Ltd,Pyceff Kid (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24.9,4.15
2479,245,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,26,4.33
2480,246,Mediwin Pharmaceuticals,Droxef Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,27.5,4.58
2481,247,Ben Pharmaceuticals,Ceroxyl (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,30,5
2482,248,Aabtac Lifecare Pvt. Ltd.,Droxib (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,30,5
2483,249,Ind-Swift Limited,Swiceff RM (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,36,6
2484,250,Biocare Remedies,Roxil (5 ml),Syrup    ,5 ml,Cefadroxil-125 mg,5 ml,19.9,19.9
2485,251,Laborate Pharmaceuticals India Ltd.,LB Drox (10 ml),Drop    ,5 ml,Cefadroxil-125 mg,10 ml,12.75,6.38
2486,1,Acichem Laboratories,Acidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,40,0.4
2487,2,Robin Pharmaceuticals,Rubycef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,47,0.47
2488,3,Madhav Labs,Tidel (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,59,0.59
2489,4,East African (I) Remedies Pvt Ltd,Cefavir DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,15,1.5
2490,5,Agron Remedies Pvt Ltd (Agrogem),Cefadron-LB (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,163.7,1.64
2491,6,Jan Aushadhi,Cefadroxil 250 mg (Jan Aushadhi),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,16.63,1.66
2492,7,Corona Laboratories,C Drox (250 mg) (Corona Labs),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,17,1.7
2493,8,Ambicof LS,Ambidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,18,1.8
2494,9,Genvista (Cadila Pharmaceuticals Ltd.),Vistadrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,18.56,1.86
2495,10,Aglowmed Ltd,Gigacef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.3,1.93
2496,11,Intas Pharmaceuticals Ltd.,CDR (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.48,1.95
2497,12,Talent Healthcare,Cefalobid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.5,1.95
2498,13,Zest Pharma,Sudrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.5,1.95
2499,14,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.52,1.95
2500,15,FDC Limited,Zadro DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.56,1.96
2501,16,Taurus Laboratories Pvt. Ltd.,Cefataur (250 mg) (cefadroxil),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.8,1.98
2502,17,Indamed Pharmaceuticals Pvt. Ltd,Fenarox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.9,1.99
2503,18,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2504,19,Elikem Pharmaceuticals Pvt. Ltd.,Trenax (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2505,20,Aquila Labs,Aqdrox DS (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2506,21,Shreeyam Health Care,Vinoxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2507,22,Scott-Edil Pharmacia Ltd.,Coxil DT,Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2508,23,Finesse Pharmaceuticals,Drofi (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2509,24,BRD Medilabs,M Droxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2510,25,Moxy Laboratories Pvt. Ltd.,Droxicef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2511,26,Mascot Lifesciences Pvt. Ltd.,Cotdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
2512,27,Bactolac Formulations Pvt. Ltd.,Cedil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.06,2.01
2513,28,Sunij Pharma Pvt Ltd,Sunidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.24,2.02
2514,29,Iscon Lifesciences,Efaroxe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.31,2.03
2515,30,Nestor Pharmaceuticals Ltd,Nesdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.38,2.04
2516,31,Icon Pharma & Surgicals Pvt. Ltd,Droxycon DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,40 Tablet,82,2.05
2517,32,Kentreck Labs Pvt Ltd.,Cydroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.5,2.05
2518,33,Bal Pharma Limited,Cefoxil-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.53,2.05
2519,34,Intima (IPCA Laboratories Ltd),Pendrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.57,2.06
2520,35,Hamax Pharmaceuticals,Drosafe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.57,2.06
2521,36,Medicamen Biotech Ltd.,Ortos DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.58,2.06
2522,37,Deys Medical Stores (Mfg) Ltd,Brotzu (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.58,2.06
2523,38,Lupin Laboratories Ltd.,Odoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.6,2.06
2524,39,Osho Pharma Pvt.Ltd.,Osodroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2525,40,Leben Laboratories Pvt. Ltd.,Cexil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2526,41,Sanjeevani Bio-Tech (P) Ltd,Lixy (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2527,42,UPS Healthcare,Droxup (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2528,43,Elite Pharma Pvt Ltd,Droxilite Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2529,44,Que Pharma Pvt.Ltd,Qcidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2530,45,Bal Pharma Limited,Cefoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
2531,46,Active Healthcare,Actidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.2,2.12
2532,47,Torrent Pharmaceuticals Ltd.,Droxyl Kid DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.3,2.13
2533,48,Micro Nova Pharmaceuticals Ltd.,Bicef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.41,2.14
2534,49,Comed Chemicals Pvt Ltd,Codroxil KT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.43,2.14
2535,50,Biostrass Health Sciences,Rapidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
2536,51,Stalwart Remedies Pvt. Ltd.,Aldrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
2537,52,D.C.M. Laboratories,Cimdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
2538,53,Rhombus Pharma Private Limited,Kidoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
2539,54,Rhombus Pharma Private Limited,Kindoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
2540,55,Silicon Pharma (Rhombus Pharma Pvt Ltd),Nefaxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
2541,56,Aan Pharma Pvt Ltd,Droxan (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,24,2.4
2542,57,Vostok & Wilcure Remedies,Wydrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,24.5,2.45
2543,58,Rax Health Care Pvt. Ltd.,Raxdil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25,2.5
2544,59,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25,2.5
2545,60,Pharma Plus,Reoxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25.75,2.58
2546,61,Mefro Pharmaceuticals Pvt Ltd,Acer (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,33,3.3
2547,62,Times Drugs & Pharmaceuticals (P) Ltd.,C Droxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,33,3.3
2548,63,Serve Pharmaceuticals,Faxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,331,3.31
2549,64,Indu Drugs,Cefdil-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
2550,65,Suzikem Drugs Pvt. Ltd.,Suzidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
2551,66,Zorex Pharma Pvt. Ltd.,CDX (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
2552,67,Beckcem Drugs International (P) Ltd,Kodrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34.5,3.45
2553,68,Cipla Limited,Neodrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34.8,3.48
2554,69,Om Biotec,Drosafe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35,3.5
2555,70,Sarmain Pharmaceuticals,Maindrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,350,3.5
2556,71,Ajanta Pharma Ltd.,Apdil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.32,3.53
2557,72,Ind-Swift Limited,Swiceff DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.34,3.53
2558,73,Wallace Pharmaceuticals Ltd.,Waladrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.4,3.54
2559,74,Ajanta Pharma Ltd.,Kefdil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.41,3.54
2560,75,Emcure Pharmaceuticals Ltd.,Qceph (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.42,3.54
2561,76,Ochoa Laboratories (P) Ltd.,Ococef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.44,3.54
2562,77,Intra Labs India Pvt Ltd,Caredrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
2563,78,Wander Ltd,Cefcare DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
2564,79,Ecocare,Svdox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
2565,80,Cosme Healthcare (CFL Pharmaceuticals Ltd),Cosdrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.61,3.56
2566,81,Gracure Pharmaceuticals Ltd.,CFD (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,40 Tablet,143.3,3.58
2567,82,Nicholas Piramal India Ltd.,Modcef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.94,3.59
2568,83,Trident Pharmaceuticals Pvt Ltd,RDX Kid Forte (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
2569,84,Reddy Pharmaceuticals Ltd.,Cefdre-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
2570,85,Varun Life Sciences Pvt. Ltd.,Cynoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
2571,86,Reliance Formulation Pvt Ltd,Ridrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.2,3.62
2572,87,DWD Pharmaceuticals Ltd.,Dax DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.22,3.62
2573,88,Jarson Pharmaceuticals,Droxyla (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.65,3.67
2574,89,Elfin Drugs Pvt. Ltd. (Elfin Pharma Pvt Ltd),Cudrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.9,3.69
2575,90,Hamax Pharmaceuticals,Drocef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2576,91,Excare Laboratories,Exdrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2577,92,Royal Labs,Paxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2578,93,Macleods Pharmaceuticals Pvt Ltd.,Acudrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2579,94,Eden Healthcare,Edoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2580,95,Vision Medilink,Neoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,370,3.7
2581,96,Litaka Pharmaceuticals Ltd,Kefexyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2582,97,Kwik Healthcare,Pandrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2583,98,Ikon Remedies Pvt. Ltd.,Cefwin-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2584,99,Zephyr Medicare Pvt. Ltd.,Droxif (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
2585,100,Andic Lifescience Pvt. Ltd.,Cefadic (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
